Title,Company,Address,Time,Requirements 
Quantity Surveying Engineer,Solera ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Engineering - Mechanical/Electrical · Quantity Surveying · AutoCAD · Technical Office
Cost Control – Accountant,Confidential ,"Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Cost · Cost Accounting · Cost Control · Financial Analysis · English · Finance · Microsoft Office
Electronics Indoor Sales (Fresh Grad) Moharam Bek- Alexandria,Nile Projects & Trading ,"Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Engineering - Mechanical/Electrical · Electronics · Indoor Sales · Sales · Sales Field · Sales Target · Sales Skills · Electronic
Planning Engineer Specialist-Supply Planning Department,Confidential ,"Sidi Gaber, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering · English · Inventory Management · Logistics · Management · Shipment · Planning · Supply Chain
Technical Support Representative,iConsult ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Customer Care · Customer Service · Customer Support · English · Information Technology (IT) · Technical Support
Mechanical Design Engineer - Firefighting & Plumbing,Q Desgin ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Mechanical Engineering · Engineering · AutoCAD · BOQ · Design · Mechanical · Firefighting · Plumbing
Electrical Sales Engineer,CONTROL PLUS TRADING ,"Haram, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical · Sales · sales skills · Electrical Engineering · MEP · Electrical
Accountant,CONTROL PLUS TRADING ,"Haram, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · word · excel · office
Pharma Key Account Manager - Female,Professional Service ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · females_only · Business Development · Sales/Retail · Pharmaceutical · Pharmacy · negotiation skills · Sales · sales skills · Sales Target · Science · Negotiation
Corporate Sales Executive,TravelYalla  ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Sales/Retail · Tourism/Travel · Sales Skills · Sales Target · Corporate Sales · Sales · Computer Skills · Travel · Communication · Communication skills
Statistical Analyst - Medical Sector,Lewaa El Hamd Group ,"Ameria, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Analyst/Research · Analysis · analytical · Computer Science · Data Analysis · Economics · Data · Information Management · Market Research · Research
Cost Accountant,Confidential ,"Qalyub, Qalubia, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Accounting/Finance · Cost Accounting · Finance · Financial Analysis · Accounting
Senior MEP Quantity Surveyor Engineer,Green electromechanical projects ,"Allamein, Matruh, Egypt ",Full Time,Full TimeExperienced · 4+ Yrs of Exp · Analyst/Research · Engineering - Mechanical/Electrical · Electrical · MEP · Mechanical · Planning · MS Office · Communication · Engineering
Secretary,Al,"Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Customer Service/Support · Administration · Microsoft Office · Front Office · English · Office management · receptionist · excel · MS Office
UX/UI Lead,Trufla ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · User Interface · Creative · Design · Development · Computer Science · Information Technology (IT) · Software
Sales and Account Executive,McShippers ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Customer Service · Negotiation · Management · Sales Target
Sales Outdoor,Mamiba  ,"Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · business · Experience · Hospitality · Management · Outdoor Sales · Sales Management · sales skills · Sales
Node JS Developer,Trufla ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · APIs · AWS · Computer Science · Design · Git · Information Technology (IT) · JavaScript
Processing Officer (Science Graduates),NEXtCARE ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeShift BasedExperienced · 2+ Yrs of Exp · Administration · R&D/Science · Science · Health Care · Insurance · Data Entry · Veterinary · Data Processor · English · Administration
Senior Backend Developer Node JS,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Agile · APIs · AWS · Azure · Computer Science · Information Technology (IT) · JavaScript
Personnel Specialist,Professional Service ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · females_preferred · Human Resources · Personnel · Customer Service · Human Resources (HR) · Human Resources · HR · English · Microsoft Office
Order Management Specialist,Karakeeb ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Logistics/Supply Chain · Logistics · Supply Chain · Operations Management · Order Tracking · Microsoft Office · Order Management · Customer Service
Human Resources Generalist,BiznEX ,"Qasr ِAlnil, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · Human Resources · Egyptian Labor Law · Human Resources (HR) · Labor Law · Microsoft Office · Personnel · Law · English · Discipline · Recruitment
Accounting Executive,Staron Egypt ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 7 Yrs of Exp · males_only · Accounting/Finance · Banking · Accounting · Communication · Construction · Communication skills · ERP · excel · Real Estate · Skills
Sales Technical Office Engineer,Green electromechanical projects ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Communication · Communication skills · Electrical Engineering · Sales · Microsoft Office · Computer Skills · Electrical · Construction
Project Coordinator,NADIM ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Project/Program Management · Project Management · Microsoft Office · AutoCAD · English · Interior Design · Project Coordination · Engineering
Linux Systems Admin / Engineer, Qeema ,"Masr Al Qadima, Cairo, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Software Engineering · Engineering · Git · Information Technology (IT) · MySQL · Python · Troubleshooting
HR - Talent Acquisition Specialist,NADIM ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Recruitment · Human Resources (HR) · Talent Acquisition · Interviewing · English · Microsoft Office · Communications · Management · Human Resources
Woodwork Installation - Site Engineer,NADIM ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Installation/Maintenance/Repair · Architecture · Engineering · Design · Applied Arts · Interior Design · AutoCAD · English
Education Counsellor,Global Study UK ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Education/Teaching · Communication · Customer Service · Education · Presentation · Sales Target · Salesforce · Sales Skills
Procurement Engineer,NADIM ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Purchasing/Procurement · Engineering - Other · Procurement · Purchasing · Supply Chain · Logistics · Inventory · Purchasing Strategies · English · Computer Skills
SAP FICO Consultant,Coca,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Implementation · FICO · SAP FICO · SAP Implementation · SAP · Computer Science · Information Technology (IT) · Computer Engineering
Accountant,Al,"Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Accounting/Finance · Accounting · Communication · Finance · Financial Management · Financial Analysis · English
Asst Store Manager,Malvado Store ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail · Fashion · Asst · Manager · Sales · Retail · sales skills · Store Management · Store Manager
Store Manager,Malvado Store ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeManager · 3 - 4 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Manager · Retail · Sales · sales skills · store · Store Management · Store Manager
Seller,Malvado Store ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Service · Indoor Sales · Sales · sales skills
Store Keeper,Qebaa  ,"Siouf, Alexandria, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Logistics/Supply Chain · مخازن · Warehousing · Logistics
Sales Support Specialist,LINK Development ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 1 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Customer Service · Communication skills · Sales · MS Office · Customer Support · Communication · Sales Skills
Audio Visual Engineer,Solera ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · Audio Visual · AV
Senior Backend Developer (PHP),zVendo.com ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Symfony · PHP · backend · Software Development · Laravel · Agile Methodology · Computer Science · Information Technology (IT)
Outdoor Sales Representative (Giza),Egypt Yellow Pages ,"Giza, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Sales/Retail · Outdoor Sales · Communication skills · Sales Target · Sales · Communication · Negotiation · Sales Skills
Python Developer,Andela ,"Cairo, Egypt ",Full Time,Full TimeFreelance / ProjectWork From HomeEntry Level · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Python · Technical Support
Content Creator,Professional Service ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Content · Content Marketing · SEO · Writing · CMS · Script Writing · Copywriting
Accounting Officer,Obeikan Digital Solutions ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 5 Yrs of Exp · Accounting/Finance · Accounting · Chief Accounting · Finance · Financial Analysis · Financial Management · Microsoft Office
tele sales,Nahil Computers ,"Giza, Egypt ",Full Time,Full TimeExperienced · 10 - 15 Yrs of Exp · Customer Service/Support · Sales/Retail · Telesales · Customer Service
Pre Sales Analyst,Nahil Computers ,"Giza, Egypt ",Full Time,Full TimeSenior Management · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Engineering
Senior SharePoint Developer,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Banking · Computer Science · Information Technology (IT) · Software Engineering · Science · Software Development · Sharepoint
Graphic Designer,Professional Service ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · illustrator · Premiere · Aftereffect · Adobe Premiere · Adobe Premiere Pro
Account Manager,Raya Customer Experience ,"Riyadh, Saudi Arabia ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · analytical · Contact Center · Customer Service · English · Experience · sales skills
Etisalat Egypt Customer Service Representative,Gulf Data International  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · males_only · Customer Service/Support · Customer Care · Customer Service · Customer Support · Sales · Call Center
Lead Testing Automation Engineer - L2,ITWORX ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 8 - 12 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Information Technology (IT) · Software Testing · Selenium · Automation Testing · Computer Science · Testing
Lead Software Engineer-L1 .NET (US Time Zone),ITWORX ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · Software Development · Computer Science · Information Technology (IT) · JavaScript · jQuery · Troubleshooting
Reservation and Ticketing Agent, Royal Air Maroc ,"Downtown, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail · Tourism/Travel · Reservation · Ticketing Agent · Customer Service · Customer Care · Customer Support
Cosmetics Brand Manager,Professional Service ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 4 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Branding · Cosmetics · Marketing · Market Research · Advertising · Brand Marketing · Brand Management · Brand Strategy
Home Accessories Designer,NADIM ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Manufacturing/Production · English · Accessories · Home Accessories · Sales · Sales Target · Sales Skills · Art
Digital Advertising Sales Manager,TRANSSION HOLDINGS ,"Maadi, Cairo, Egypt ",Full Time,Full TimeManager · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Digital Marketing · Marketing · campaigns · Digital Advertising · Digital · Advertising Campaigns · Media Sales
Maintenance Director,Anchor Consultancy ,"Ain Sokhna, Suez, Egypt ",Full Time,Full TimeSenior Management · 20+ Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Mechanical Engineering · Maintenance · Production · Chemical Manufacturing · Ammonia
German Teacher - Alex,Under 5 International Preschool ,"Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Education/Teaching · Startup · Communication Skills · Education · Teaching · German Teaching
Full Stack Developer,Confidential ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Full Stack Development · Web Development · PHP Web Development · PHP Programming · PHP Web Programming · PHP Development · JavaScript
Business Developer - Intern,Dottopia ,"Agouza, Giza, Egypt ",Internship,InternshipEntry Level · 0 - 1 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · sales skills · Sales · Marketing · Partnerships · English · Development
Senior Accountant - Construction,Byld APR Construction ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Engineering - Construction/Civil/Architecture · Accounting · Construction · Financial Management · Accounting Software · Communication · Cost Accounting · Financial Analysis · Finance
Social Media Designer,Kai Collections ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Fashion · Content · Graphic Design · Social Media · Marketing · Creative · Fashion · E-Marketing
Medical Representative - Cairo,Andalusia Group ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 4 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Communication · Dentist · Medical · Negotiation · Physician · Presentation · Sales
Production/Maintenace Engineer,Al,"Ismailia, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Manufacturing · Maintenance · injection machines · molds · Production · Engineering · Mechanical Engineering · English
Sales Representative,Kazary ,"Downtown, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Sales/Retail · Communication · Fashion · Fashion Retail · sales skills · Sales · Skills · Sales Target
Retail Accounting Manager,Kandil Egypt ,"Cairo, Egypt ",Full Time,Full TimeManager · 8+ Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Management · Retail · Communication · Financial Analysis · MS Excel · Interpersonal skills · analytical
Sales Manager,Confidential ,"Bourj Alarab, Alexandria, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Sales Skills · Sales · Sales Target · Marketing · Negotiation · Communication Skills · Customer Service · Management · Microsoft Office
Medical Representative for Masr El Gdeda,Macro Group ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Medical/Healthcare · Pharmaceutical · Pharma · Medical · Sales · Science · Vet
Backend Developer,Aiwa Group ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · PHP · UX · UI · Web Services · Software Development · Information Technology (IT) · HTML
Service Delivery Manager,Raya Customer Experience ,"Riyadh, Saudi Arabia ",Full Time,Full TimeManager · 5 - 7 Yrs of Exp · Customer Service/Support · Operations/Management · Customer · Customer Service · Team management · Coaching · Customer Support · networks
Accountant SAP User,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · SAP · Finance · Financial Analysis · Financial Controling · English · Communication
Graphic Designer (UI Designer),WEmng ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Graphic Design · Video Editing · illustrator · Marketing · Design · Social Media
Native English Instructor,MTS ,"Heliopolis, Cairo, Egypt ",Part Time,Part TimeExperienced · 3 - 10 Yrs of Exp · Education/Teaching · Training/Instructor · Native · Education · English · Instructor · Training · Teaching · language · Skills
Administrator,Target Recruitment  & HR Solutions  ,"Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Administration · Customer Service/Support · Administration · Administrator · business · Business Administration · Communication · English · Microsoft · Microsoft Office
BIM Manager, AMO,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 8 - 15 Yrs of Exp · Project/Program Management · Engineering - Mechanical/Electrical · BIM · Navisworks · Revit · Electrical Engineering · Project Management · Mechanical Engineering · Architectural Engineering · AutoCAD
KG Homeroom Teachers - Semi International School,Nefertari International School ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · females_only · Education/Teaching · Education · English · english language · English Teaching · language · Literature · Teaching · Creative · Computer Skills
Executive Office Manager,Confidential ,"San Stefano, Alexandria, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Administration · Administration · Communication · Communication skills · Management · Microsoft · Microsoft Office · Office management · Secretary · Skills
AP Accountant,Confidential ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · accountant · AR · Financial Management · Accounting · AR Accountant · Bookkeeping · English · Financial Analysis · Finance
Doctor In Internal Medicine - For Health Care Company,Medicare ,"Garden City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · males_preferred · Medical/Healthcare · Doctor · Health Care · Primary care · Medical · Healthcare · Internal Medicine · MEDICINE
Receptionist,GLC ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · females_only · Administration · Admin · Administration · Business Administration · English · Management skills · Microsoft Office · MS Office · Office management
Training & Development Specialist,Anasia Egypt for Trading ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Human Resources · Training/Instructor · HR · Development · Communication · Training · English · Learning · HRM · learning & development
Software Quality Control Team Lead,Confidential ,"Maadi, Cairo, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Computer Science · Information Technology (IT) · MySQL · Quality Control · Security · Software
Real Estate Consultant / Property Advisor,Flat & Villa  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Sales/Retail · Real Estate Sales · Real Estate · Sales · Property · Property Management · Brokerage · property advisor · Real Estate consultant · Sales Target
Quality Engineer,Delta Egypt For Lighting  ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Quality · Engineering - Mechanical/Electrical · Mechanical · Engineering · quality · Quality Assurance · Quality Control · English
IT Sales Representative,Confidential ,"Riyadh, Saudi Arabia ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Sales/Retail · Communication · Communication skills · Customer Service · IT · IT sales · Negotiation · Sales · Sales Target
Junior Software Engineer,ORDOchao ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · SQL · Database · System Integration · SOAP · REST · .Net Framework
Software Sales Specialist,Confidential ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Digital Marketing · CRM · Information Technology (IT) · Software · Sales · sales skills · English
Medical Rep.,UG Medical ,"Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Medical · Pharmacy · Sales · sales skills · Science · Veterinary · Communication
BIM Specialist (MEP), AMO,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · BIM Modeling · 4D · 5D · Revit MEP · AutoCAD 2D · Electrical Engineering · Engineering · BIM
Senior .NET Developer,Advanced Solutions ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Software Development · ASP.Net · Computer Science · Information Technology (IT) · Software Engineering · MVC · JavaScript
Marketing Manager - Saudi Arabia,Altayar recruitment ,"Riyadh, Saudi Arabia ",Full Time,Full TimeManager · 8+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Food · Marketing · Social Media · E-Marketing · E-Commerce · Market Research · Product · Pricing
Administrative Secretary - Mohandessin,AIM ,"Mohandessin, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 7 Yrs of Exp · females_only · Administration · Business Administration · Management · MS Office · Office management · Secretary · Administration · English · Microsoft Office
IT Sales Head,Confidential ,"Riyadh, Saudi Arabia ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Communication · Computer Science · Information Technology (IT) · IT · IT sales · Management · Sales
Customer Service Specialist,Confidential ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Travel · MS Office · MS · English · Booking
"SAP SD / CX Consultant ""10th of Ramadan""",Altayar recruitment ,"10th of Ramadan City, Cairo, Egypt ",Full Time,Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SAP · SAP SD/XD · Computer Science · Information Technology (IT) · Manufacturing
Scartary,Confidential ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · females_preferred · Administration · Customer Service/Support · Writing/Editorial · سكرتيرة · ادارة
Area Manager /Delta,Macro Group ,"Dakahlia, Egypt ",Full Time,Full TimeManager · 3 - 5 Yrs of Exp · Operations/Management · Sales/Retail · Pharmaceutical · Management · Sales
Junior Accountant,Al Ahly Medical Company ,"Giza, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · males_preferred · Accounting/Finance · Accounting · Finance · Financial Management · Commerce · Microsoft Office · Computer Skills · Communication skills · Financial Analysis
Sales Account Manager,TruKKer Misr ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Sales/Retail · Shipping · Logistics · Customer Service · Sales · Freight · Sales Skills · Account Manager
Accounts Payable Supervisor,Rameda ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 5 - 8 Yrs of Exp · Accounting/Finance · Banking · Pharmaceutical · Accounting · Accounts Payable · Finance · Payable · Oracle · ERP · Communication
Corporate Lawyer,Al monairy ,"10th of Ramadan City, Cairo, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · males_only · Administration · Legal · Contracting · Commercial Law · Law · Legal · Corporate Law
Human Resource Administrator,Raya   ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · Human Resources · IT/Software Development · IT recruiter · Recruiter · HR · Human Resources · Recruitment · Talent acquisition · Computer Science · Information Technology (IT)
Junior IT Helpdesk Specialist,Confidential ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Help desk · Information Technology (IT) · IT · Customer Support · Computer Science · Software Development · Software Engineering
Raw Material Export Manager,Confidential ,"Alexandria, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Export · Supply Chain · Logistics · Chemicals · Raw Materials · Chemical
Senior Digital Marketer,Sara Advertising  ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Digital Marketing · Marketing · Media Buying · SEO · SEM · Social Media · Advertising
Software Sales,Dimofinf Operations Center ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · IT · Call Center · Communication · Sales Target · Business Administration · CRM
Junior Planning And Cost Control Engineer,Mobica ,"Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Primavera · Cost Control · Management · Engineering · Project · Project Management · Project Planning · Construction
Sales Representative,Mamiba  ,"Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Sales/Retail · Customer Service · Experience · Management · Sales · sales skills · Sales Target · Sales Management
Digital Marketing Specialist - Media Buyer,Reap Medical ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Digital · E-Marketing · Content · Communication skills · Communication · Marketing · media
Sales Representative (Digital Marketing Agency),Reap Medical ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Sales/Retail · Agency · Digital Marketing · Marketing · Marketing agency · Representative · Sales · Sales representative · Sales Target · sales skills
Executive Secretary / Personal Assistant,Confidential ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Administration · Admin Work · Microsoft Office · Office Management · Coordinating Events · English · Secretary · Accounting · Business Administration
Planning Specialist,RAM FOR INTERNATIONAL TRADING ,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Manufacturing/Production · Production · Microsoft · Production Planning · Microsoft Office · Planning · Planning Software
